TemplateId	Name	Kind	ItemType	Icon	BigIcon	CDType	ClassName	DetailType	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10	ShowType
4058	松木床	Furniture_chuang_1	34	4058	4058		FurnitureItem	999	松木製成的床，紋理天然美觀，經久耐用，物美而價廉\n\n[FFFE0D]擺放後，可以點擊進行使用[-]	600000	1	1	1000	2	1	1	99999	1										
4059	樺木床	Furniture_chuang_2	34	4059	4059		FurnitureItem	999	樺木製成的床，床頭系有紅結，象徵幸福平安\n\n[FFFE0D]擺放後，可以點擊進行使用[-]	1500000	1	1	1000	3	1	1	99999	2										
4060	江楓漁火	Furniture_chuang_3	34	4060	4060		FurnitureItem	999	以楓葉之色裝飾而成的大床，床頭掛以長明燈，祈求夜夜團圓\n\n[FFFE0D]擺放後，可以點擊進行使用[-]	3000000	1	1	1000	4	1	1	99999	3										
4061	紅鸞棲枝	Furniture_chuang_4	34	4061	4061		FurnitureItem	999	朱紅色的大床，床頭配以繪有連理枝的畫扇，寓意長相廝守\n\n[FFFE0D]擺放後，可以點擊進行使用[-]	8000000	1	1	1000	5	1	1	99999	4										
4062	金龍戲珠	Furniture_chuang_5	34	4062	4062		FurnitureItem	999	散發出陣陣清香的厚重木床，以黃金鑄成雙龍作為裝飾，極盡奢華。「紅鯉戲明珠，金龍遊天雲」\n\n[FFFE0D]擺放後，可以點擊進行使用[-]	16000000	1	1	1000	6	1	1	99999	5										
4063	松木櫥櫃	Furniture_guizi_1	34	4063	4063		FurnitureItem	999	松木製成的櫥櫃，紋理天然美觀，經久耐用，物美而價廉\n\n[FFFE0D]擺放後，可以點擊進行使用[-]	300000	1	1	1000	2	1	1	99999	501										
4064	樺木櫥櫃	Furniture_guizi_2	34	4064	4064		FurnitureItem	999	樺木製成的櫥櫃，色澤較深，看上去厚重沉穩，堅固牢靠\n\n[FFFE0D]擺放後，可以點擊進行使用[-]	750000	1	1	1000	3	1	1	99999	502										
4065	墨香櫥櫃	Furniture_guizi_3	34	4065	4065		FurnitureItem	999	以墨藍色清漆均勻上色的櫥櫃，隱隱滲出一股淡淡的墨香\n\n[FFFE0D]擺放後，可以點擊進行使用[-]	1500000	1	1	1000	4	1	1	99999	503										
4066	幻彩流光櫥櫃	Furniture_guizi_4	34	4066	4066		FurnitureItem	999	色澤多變明亮的櫥櫃，光華流轉，置身其中，恍如誤入仙境\n\n[FFFE0D]擺放後，可以點擊進行使用[-]	3000000	1	1	1000	5	1	1	99999	504										
4068	紫檀鎏金櫥櫃	Furniture_guizi_5	34	4068	4068		FurnitureItem	999	以上等紫檀木製成的櫥櫃，以黃金描邊，高貴大氣之餘不顯粗俗，多為大戶人家所用\n\n[FFFE0D]擺放後，可以點擊進行使用[-]	6000000	1	1	1000	6	1	1	99999	505										
4067	松木書架	Furniture_guizi_6	34	4067	4067		FurnitureItem	999	松木製成的書架，紋理天然美觀，經久耐用，物美而價廉	300000	1	1	1000	2	1	1	99999	506										
