goto_ty	1205	6519
Out_sn	1520	6495
goto_sn	6171	18080
Out_ty	5887	18062
sn	906	3587
sn	6251	8948
ty	995	12577
ty	12515	24113
GoOut	1967	18145
Entrance	2322	18120
chuangong	1557	6592
chuangong	1555	6424
xuyuanshu	5532	21036
PackupRange	3509	7184
PackupRange	4724	7267
真妹	2805	8057
枫哥1_开始	2105	7138
枫哥2	2195	7999
枫哥3_停	2693	8055
枫哥4	2267	7489
枫哥5	2319	6954
枫哥6_停	2722	6971
枫哥7	2693	6007
枫哥8	2398	5965
枫哥9	2395	5004
枫哥10	2183	5000
枫哥11_停	2182	5040
枫哥12	2466	5063
枫哥13	2429	6375
枫哥14	4466	6391
枫哥15	4468	6508
枫哥16_停	4428	6505
枫哥17	3808	6359
枫哥18_结束	2116	6395
主座	4603	6507
