FactionID	Level	Vitality	Strength	Dexterity	Energy
0	1	23	23	23	21
0	2	26	26	26	22
0	3	29	29	29	23
0	4	32	32	32	24
0	5	35	35	35	25
0	6	38	38	38	26
0	7	41	41	41	27
0	8	44	44	44	28
0	9	47	47	47	29
0	10	50	50	50	30
0	11	53	53	53	31
0	12	56	56	56	32
0	13	59	59	59	33
0	14	62	62	62	34
0	15	65	65	65	35
0	16	68	68	68	36
0	17	71	71	71	37
0	18	74	74	74	38
0	19	77	77	77	39
0	20	80	80	80	40
0	21	83	83	83	41
0	22	86	86	86	42
0	23	89	89	89	43
0	24	92	92	92	44
0	25	95	95	95	45
0	26	98	98	98	46
0	27	101	101	101	47
0	28	104	104	104	48
0	29	107	107	107	49
0	30	110	110	110	50
0	31	113	113	113	51
0	32	116	116	116	52
0	33	119	119	119	53
0	34	122	122	122	54
0	35	125	125	125	55
0	36	128	128	128	56
0	37	131	131	131	57
0	38	134	134	134	58
0	39	137	137	137	59
0	40	140	140	140	60
0	41	143	143	143	61
0	42	146	146	146	62
0	43	149	149	149	63
0	44	152	152	152	64
0	45	155	155	155	65
0	46	158	158	158	66
0	47	161	161	161	67
0	48	164	164	164	68
0	49	167	167	167	69
0	50	170	170	170	70
0	51	173	173	173	71
0	52	176	176	176	72
0	53	179	179	179	73
0	54	182	182	182	74
0	55	185	185	185	75
0	56	188	188	188	76
0	57	191	191	191	77
0	58	194	194	194	78
0	59	197	197	197	79
0	60	200	200	200	80
0	61	203	203	203	81
0	62	206	206	206	82
0	63	209	209	209	83
0	64	212	212	212	84
0	65	215	215	215	85
0	66	218	218	218	86
0	67	221	221	221	87
0	68	224	224	224	88
0	69	227	227	227	89
0	70	230	230	230	90
0	71	233	233	233	91
0	72	236	236	236	92
0	73	239	239	239	93
0	74	242	242	242	94
0	75	245	245	245	95
0	76	248	248	248	96
0	77	251	251	251	97
0	78	254	254	254	98
0	79	257	257	257	99
0	80	260	260	260	100
0	81	263	263	263	101
0	82	266	266	266	102
0	83	269	269	269	103
0	84	272	272	272	104
0	85	275	275	275	105
0	86	278	278	278	106
0	87	281	281	281	107
0	88	284	284	284	108
0	89	287	287	287	109
0	90	290	290	290	110
0	91	293	293	293	111
0	92	296	296	296	112
0	93	299	299	299	113
0	94	302	302	302	114
0	95	305	305	305	115
0	96	308	308	308	116
0	97	311	311	311	117
0	98	314	314	314	118
0	99	317	317	317	119
0	100	320	320	320	120
0	101	323	323	323	121
0	102	326	326	326	122
0	103	329	329	329	123
0	104	332	332	332	124
0	105	335	335	335	125
0	106	338	338	338	126
0	107	341	341	341	127
0	108	344	344	344	128
0	109	347	347	347	129
0	110	350	350	350	130
0	111	353	353	353	131
0	112	356	356	356	132
0	113	359	359	359	133
0	114	362	362	362	134
0	115	365	365	365	135
0	116	368	368	368	136
0	117	371	371	371	137
0	118	374	374	374	138
0	119	377	377	377	139
0	120	380	380	380	140
0	121	383	383	383	141
0	122	386	386	386	142
0	123	389	389	389	143
0	124	392	392	392	144
0	125	395	395	395	145
0	126	398	398	398	146
0	127	401	401	401	147
0	128	404	404	404	148
0	129	407	407	407	149
0	130	410	410	410	150
0	131	413	413	413	151
0	132	416	416	416	152
0	133	419	419	419	153
0	134	422	422	422	154
0	135	425	425	425	155
0	136	428	428	428	156
0	137	431	431	431	157
0	138	434	434	434	158
0	139	437	437	437	159
0	140	440	440	440	160
0	141	443	443	443	161
0	142	446	446	446	162
0	143	449	449	449	163
0	144	452	452	452	164
0	145	455	455	455	165
0	146	458	458	458	166
0	147	461	461	461	167
0	148	464	464	464	168
0	149	467	467	467	169
0	150	470	470	470	170
1	1	23	23	23	21
1	2	26	26	26	22
1	3	29	29	29	23
1	4	32	32	32	24
1	5	35	35	35	25
1	6	38	38	38	26
1	7	41	41	41	27
1	8	44	44	44	28
1	9	47	47	47	29
1	10	50	50	50	30
1	11	53	53	53	31
1	12	56	56	56	32
1	13	59	59	59	33
1	14	62	62	62	34
1	15	65	65	65	35
1	16	68	68	68	36
1	17	71	71	71	37
1	18	74	74	74	38
1	19	77	77	77	39
1	20	80	80	80	40
1	21	83	83	83	41
1	22	86	86	86	42
1	23	89	89	89	43
1	24	92	92	92	44
1	25	95	95	95	45
1	26	98	98	98	46
1	27	101	101	101	47
1	28	104	104	104	48
1	29	107	107	107	49
1	30	110	110	110	50
1	31	113	113	113	51
1	32	116	116	116	52
1	33	119	119	119	53
1	34	122	122	122	54
1	35	125	125	125	55
1	36	128	128	128	56
1	37	131	131	131	57
1	38	134	134	134	58
1	39	137	137	137	59
1	40	140	140	140	60
1	41	143	143	143	61
1	42	146	146	146	62
1	43	149	149	149	63
1	44	152	152	152	64
1	45	155	155	155	65
1	46	158	158	158	66
1	47	161	161	161	67
1	48	164	164	164	68
1	49	167	167	167	69
1	50	170	170	170	70
1	51	173	173	173	71
1	52	176	176	176	72
1	53	179	179	179	73
1	54	182	182	182	74
1	55	185	185	185	75
1	56	188	188	188	76
1	57	191	191	191	77
1	58	194	194	194	78
1	59	197	197	197	79
1	60	200	200	200	80
1	61	203	203	203	81
1	62	206	206	206	82
1	63	209	209	209	83
1	64	212	212	212	84
1	65	215	215	215	85
1	66	218	218	218	86
1	67	221	221	221	87
1	68	224	224	224	88
1	69	227	227	227	89
1	70	230	230	230	90
1	71	233	233	233	91
1	72	236	236	236	92
1	73	239	239	239	93
1	74	242	242	242	94
1	75	245	245	245	95
1	76	248	248	248	96
1	77	251	251	251	97
1	78	254	254	254	98
1	79	257	257	257	99
1	80	260	260	260	100
1	81	263	263	263	101
1	82	266	266	266	102
1	83	269	269	269	103
1	84	272	272	272	104
1	85	275	275	275	105
1	86	278	278	278	106
1	87	281	281	281	107
1	88	284	284	284	108
1	89	287	287	287	109
1	90	290	290	290	110
1	91	293	293	293	111
1	92	296	296	296	112
1	93	299	299	299	113
1	94	302	302	302	114
1	95	305	305	305	115
1	96	308	308	308	116
1	97	311	311	311	117
1	98	314	314	314	118
1	99	317	317	317	119
1	100	320	320	320	120
1	101	323	323	323	121
1	102	326	326	326	122
1	103	329	329	329	123
1	104	332	332	332	124
1	105	335	335	335	125
1	106	338	338	338	126
1	107	341	341	341	127
1	108	344	344	344	128
1	109	347	347	347	129
1	110	350	350	350	130
1	111	353	353	353	131
1	112	356	356	356	132
1	113	359	359	359	133
1	114	362	362	362	134
1	115	365	365	365	135
1	116	368	368	368	136
1	117	371	371	371	137
1	118	374	374	374	138
1	119	377	377	377	139
1	120	380	380	380	140
1	121	383	383	383	141
1	122	386	386	386	142
1	123	389	389	389	143
1	124	392	392	392	144
1	125	395	395	395	145
1	126	398	398	398	146
1	127	401	401	401	147
1	128	404	404	404	148
1	129	407	407	407	149
1	130	410	410	410	150
1	131	413	413	413	151
1	132	416	416	416	152
1	133	419	419	419	153
1	134	422	422	422	154
1	135	425	425	425	155
1	136	428	428	428	156
1	137	431	431	431	157
1	138	434	434	434	158
1	139	437	437	437	159
1	140	440	440	440	160
1	141	443	443	443	161
1	142	446	446	446	162
1	143	449	449	449	163
1	144	452	452	452	164
1	145	455	455	455	165
1	146	458	458	458	166
1	147	461	461	461	167
1	148	464	464	464	168
1	149	467	467	467	169
1	150	470	470	470	170
2	1	24	22	22	22
2	2	28	24	24	24
2	3	32	26	26	26
2	4	36	28	28	28
2	5	40	30	30	30
2	6	44	32	32	32
2	7	48	34	34	34
