boss	13743	8408
boss	3933	4149
boss	4756	13780
首領	12031	4954
首領	10266	4296
首領	8422	4333
首領	6684	4911
首領	7799	6473
首領	6237	6442
首領	6096	7903
首領	4687	8816
首領	5005	10434
首領	5321	12649
首領	7385	14270
首領	7046	11575
首領	8862	12195
首領	8740	10585
首領	12030	11196
首領	11101	9490
首領	9360	7726
首領	8940	5373
首領	7890	8006
首領	10986	7773
首領	6363	9662
首領	3844	8221
首領	5399	9406
首領	7474	13226
野怪-1	4714	14095
野怪-1	5075	14012
野怪-1	12334	13945
野怪-1	12521	13216
野怪-1	7534	14630
野怪-1	9439	13328
野怪-1	9638	14143
野怪-1	10255	13913
野怪-1	10026	14081
野怪-1	9748	13867
野怪-1	9673	13570
野怪-1	14189	11700
野怪-1	7305	14624
野怪-1	7014	14204
野怪-1	7812	14540
野怪-1	9997	13726
野怪-1	9428	13935
野怪-1	9365	13628
野怪-1	12560	13546
野怪-1	14199	11105
野怪-1	8492	10031
野怪-1	13528	11427
野怪-1	13585	11164
野怪-1	12276	13669
野怪-1	12236	13255
野怪-1	12063	13776
野怪-1	11898	13491
野怪-1	11862	13193
野怪-1	12833	13349
野怪-1	12882	13081
野怪-1	12668	12952
野怪-1	12325	12903
野怪-1	12071	13001
野怪-1	5069	13651
野怪-1	5026	11157
野怪-1	5425	10713
野怪-1	4904	10559
野怪-1	4847	10282
野怪-1	4634	10447
野怪-1	4539	10751
野怪-1	4746	10982
野怪-1	7064	14500
野怪-1	7280	14447
野怪-1	7334	14160
野怪-1	7940	14255
野怪-1	13576	11637
野怪-1	13911	11853
野怪-1	14231	11459
野怪-1	14011	11510
野怪-1	13819	11535
野怪-1	13946	11203
野怪-1	13592	10903
野怪-1	13252	11080
野怪-1	13205	11391
野怪-1	13267	11694
野怪-1	13541	11885
野怪-1	13997	10892
野怪-1	8145	9951
野怪-1	8625	10248
野怪-1	8552	10537
野怪-1	7780	9993
野怪-1	8073	10522
野怪-1	8203	10202
野怪-1	7731	10472
野怪-1	7560	10126
野怪-1	7510	10423
野怪-1	8339	10708
野怪-1	8028	10723
野怪-1	7708	10685
野怪-1	7882	10236
野怪-1	8345	10424
野怪-1	11630	10526
野怪-1	11367	10453
野怪-1	10810	9894
野怪-1	5308	13599
野怪-1	5293	13949
野怪-1	5097	14240
野怪-1	4842	14335
野怪-1	4561	14328
野怪-1	4354	14178
野怪-1	4215	13971
野怪-1	4536	13457
野怪-1	5111	13359
野怪-1	4838	13238
野怪-1	4532	13202
野怪-1	4317	13380
野怪-1	4204	13661
野怪-1	4823	13614
野怪-1	4885	13920
野怪-1	4572	13686
野怪-1	4463	13938
野怪-1	7114	13949
野怪-1	7368	13809
野怪-1	7513	14092
野怪-1	7719	14206
野怪-1	7585	14417
野怪-1	7664	13872
野怪-1	7895	13966
野怪-1	9998	13461
野怪-1	9736	13174
野怪-1	10027	13221
野怪-1	10371	13336
野怪-1	10231	13623
野怪-1	10468	13702
野怪-1	12881	13605
野怪-1	12634	13805
野怪-1	10942	10412
野怪-1	11114	10697
野怪-1	11169	10262
野怪-1	11158	9853
野怪-1	11470	9891
野怪-1	11598	10168
野怪-1	10732	10262
野怪-1	10725	10626
野怪-1	10857	10917
野怪-1	11574	10816
野怪-1	11221	10990
野怪-1	5606	11003
野怪-1	5245	10997
野怪-1	5372	11213
野怪-1	6388	12179
野怪-1	6454	12439
野怪-1	8552	12442
野怪-1	8870	12450
野怪-1	9179	12426
野怪-1	8419	12179
野怪-1	8733	12265
野怪-1	8690	11970
野怪-1	8386	11807
野怪-1	8677	11669
野怪-1	9057	11669
野怪-1	9151	12238
野怪-1	9384	12328
野怪-1	7171	8095
野怪-1	6810	8536
野怪-1	6869	8174
野怪-1	6626	8258
野怪-1	6565	8583
野怪-1	7314	8862
野怪-1	7430	8645
野怪-1	7024	8909
野怪-1	6691	8844
野怪-1	7017	8381
野怪-1	7328	8373
野怪-1	7111	8641
野怪-1	7547	8832
野怪-1	7580	8480
野怪-1	7477	8165
野怪-1	6207	12058
野怪-1	6114	12413
野怪-1	6600	11935
野怪-1	6700	12262
野怪-1	6190	12744
野怪-1	6498	12777
野怪-1	7058	12369
野怪-1	6680	12643
野怪-1	6872	12532
野怪-1	7030	12844
野怪-1	6857	12015
野怪-1	6771	12998
野怪-1	6389	13026
野怪-1	9353	11750
野怪-1	9441	12022
野怪-1	9190	11965
野怪-1	8947	12071
野怪-1	5138	10304
野怪-1	5419	10446
野怪-1	5673	10673
野怪-1	5152	10722
野怪-1	4915	10847
野怪-2	13861	8757
野怪-2	13138	7128
野怪-2	13804	6808
野怪-2	6714	4500
野怪-2	6893	5128
野怪-2	9391	4402
野怪-2	10116	4185
野怪-2	10187	3927
野怪-2	9996	3696
野怪-2	9831	3922
野怪-2	4248	4111
野怪-2	4175	3848
野怪-2	12403	4957
野怪-2	12692	4791
野怪-2	13058	6650
野怪-2	13139	6895
野怪-2	13448	7137
野怪-2	13522	6943
野怪-2	13608	6572
野怪-2	13816	6501
野怪-2	13348	6635
野怪-2	13723	7100
野怪-2	3778	8610
野怪-2	4150	8718
野怪-2	9111	5414
野怪-2	9725	6094
野怪-2	9115	6035
野怪-2	9038	5719
野怪-2	9420	5425
野怪-2	10096	6028
野怪-2	9383	6130
野怪-2	12850	7041
野怪-2	12855	6786
野怪-2	12923	6425
野怪-2	13273	6342
野怪-2	13543	6357
野怪-2	12898	3540
野怪-2	7060	5343
野怪-2	7010	4489
野怪-2	7288	4496
野怪-2	9753	5419
野怪-2	10072	5458
野怪-2	10176	5735
野怪-2	9319	5916
野怪-2	9382	5662
野怪-2	9635	5943
野怪-2	9892	5884
野怪-2	9687	5666
野怪-2	3509	8135
野怪-2	3669	7894
野怪-2	3773	8128
野怪-2	3675	8399
野怪-2	3982	8428
野怪-2	4112	8226
野怪-2	4259	8493
野怪-2	4493	8441
野怪-2	3988	7923
野怪-2	4220	8008
野怪-2	4441	8141
野怪-2	4405	8682
野怪-2	9592	3862
野怪-2	13129	5010
野怪-2	12787	4591
野怪-2	12487	4569
野怪-2	12561	5151
野怪-2	12755	5061
野怪-2	12918	4914
野怪-2	13053	4745
野怪-2	12531	3558
野怪-2	12262	3467
野怪-2	12168	3195
野怪-2	12246	3004
野怪-2	12457	2923
野怪-2	12410	3296
野怪-2	12578	3095
野怪-2	12722	3393
野怪-2	12806	3185
野怪-2	12957	3316
野怪-2	12756	2897
野怪-2	13004	2923
野怪-2	13102	3474
野怪-2	13129	3152
野怪-2	12753	5308
野怪-2	12409	5287
野怪-2	12157	5170
野怪-2	12154	4915
野怪-2	12257	4681
野怪-2	13015	5255
野怪-2	9974	4368
野怪-2	9819	4183
野怪-2	9586	4140
野怪-2	9369	4056
野怪-2	9155	3962
野怪-2	9158	4263
野怪-2	9681	4423
野怪-2	9304	3712
野怪-2	9637	3657
野怪-2	6848	4798
野怪-2	7090	4946
野怪-2	7362	5300
野怪-2	7010	4686
野怪-2	7232	4760
野怪-2	7439	4683
野怪-2	7406	5079
野怪-2	7120	5162
野怪-2	6649	4916
野怪-2	6727	5287
野怪-2	4437	3858
野怪-2	4229	3613
野怪-2	3944	3576
野怪-2	3645	3627
野怪-2	3950	4151
野怪-2	12992	8753
野怪-2	13093	8396
野怪-2	13340	8220
野怪-2	13369	8518
野怪-2	13688	8577
野怪-2	13658	8208
野怪-2	13969	8283
野怪-2	13667	9297
野怪-2	13374	9255
野怪-2	13922	9247
野怪-2	14027	9017
野怪-2	14132	8786
野怪-2	13889	8526
野怪-2	14174	8459
野怪-2	13210	8807
野怪-2	13394	9004
野怪-2	13746	9029
野怪-2	13566	8794
野怪-2	13064	9033
野怪-2	6948	6934
野怪-2	7209	7137
野怪-2	6657	6754
野怪-2	6866	6568
野怪-2	7192	6707
野怪-2	7424	6568
野怪-2	7302	6254
野怪-2	6628	6446
野怪-2	7614	6364
野怪-2	7583	7167
野怪-2	7756	6612
野怪-2	7737	6974
野怪-2	7409	6919
野怪-2	7122	6443
野怪-2	6933	6255
野怪-2	4496	4178
野怪-2	4414	4507
野怪-2	4175	4339
野怪-2	4167	4615
野怪-2	3904	4399
野怪-2	3836	4643
野怪-2	3528	4571
野怪-2	3688	4323
野怪-2	3676	4056
野怪-2	3425	4311
野怪-2	3421	4052
野怪-2	3516	3805
野怪-2	3876	3880
野怪-2	3456	8456
藏寶圖	9557	10756
藏寶圖	11447	12202
藏寶圖	14068	2918
藏寶圖	9190	6980
藏寶圖	8350	4798
藏寶圖	5145	5816
藏寶圖	5813	7867
藏寶圖	3724	13280
藏寶圖	15140	11121
藏寶圖	14209	12950
藏寶圖	11659	8901
藏寶圖	13864	4532
藏寶圖	10887	5230
藏寶圖	3543	5217
藏寶圖	5201	3460
藏寶圖	3823	9932
懲惡	4949	5509
懲惡	9625	4937
懲惡	8282	5417
懲惡	12530	5799
懲惡	14015	12288
懲惡	6172	10970
懲惡	12096	12289
懲惡	11342	11631
懲惡	8415	6544
懲惡	6608	5803
懲惡	5466	3861
懲惡	4481	7626
懲惡	5649	13227
懲惡	8557	9133
懲惡	13016	12239
懲惡	8039	12130
懲惡	7360	11362
懲惡	8407	11216
懲惡	7995	13107
懲惡	10445	10994
懲惡	9131	12968
懲惡	10845	12796
懲惡	12492	10846
懲惡	9469	9951
懲惡	7650	7650
懲惡	6095	8594
懲惡	5865	9506
懲惡	5462	7295
懲惡	3897	5207
懲惡	12898	7759
懲惡	13853	7562
懲惡	11349	9283
懲惡	12163	4260
懲惡	13695	5476
懲惡	4536	9740
懲惡	5332	11959
