TemplateId	Name	Kind	ShowType	ItemType	DetailType	Level	RequireLevel	RealLevel	Icon	BigIcon	ObjID	Intro	Price	Quality	ItemValue	Sellable	ClassName	ResEffect	FightPower	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3	Attrib6Type	Attrib6Value1	Attrib6Value2	Attrib6Value3	Attrib7Type	Attrib7Value1	Attrib7Value2	Attrib7Value3	Attrib8Type	Attrib8Value1	Attrib8Value2	Attrib8Value3	Attrib9Type	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	HoleCount	InsetLevel
1	T1武器	T1_Weapon_Q1	1101	1	1	1	1	1					25000	1	25000	1	equip		0	basic_damage_v	60		60	add_seriesstate_time_v	15																																				
2	T2武器	T2_Weapon_Q1	1102	1	1	2	20	3					50000	2	50000	1	equip		0	basic_damage_v	80		80	add_seriesstate_time_v	20																																			1	2
3	T3武器	T3_Weapon_Q1	1103	1	1	3	40	6					100000	3	100000	1	equip		0	basic_damage_v	100		100	add_seriesstate_time_v	25																																			2	3
4	T4武器	T4_Weapon_Q1	1104	1	1	4	50	9					200000	4	200000	1	equip		0	basic_damage_v	150		150	add_seriesstate_time_v	30																																			3	4
5	T5武器	T5_Weapon_Q1	1105	1	1	5	60	12					400000	5	400000	1	equip		0	basic_damage_v	200		200	add_seriesstate_time_v	40																																			4	4
6	T6武器	T6_Weapon_Q1	1106	1	1	6	70	15					800000	6	800000	1	equip		0	basic_damage_v	250		250	add_seriesstate_time_v	50																																			4	5
7	T7武器	T7_Weapon_Q1	1107	1	1	7	80	18					1600000	7	1600000	1	equip		0	basic_damage_v	300		300	add_seriesstate_time_v	60																																			4	5
8	T8武器	T8_Weapon_Q1	1108	1	1	8	90	21					2250000	8	2250000	1	equip		0	basic_damage_v	350		350	add_seriesstate_time_v	80																																			5	5
9	T9武器	T9_Weapon_Q1	1109	1	1	9	100	24					3000000	8	3000000	1	equip		0	basic_damage_v	400		400	add_seriesstate_time_v	100																																			6	6
10	T10武器	T10_Weapon_Q1	1110	1	1	10	110	27					4000000	8	4000000	1	equip		0	basic_damage_v	450		450	add_seriesstate_time_v	120																																			7	6
4901	T11武器	T11_Weapon_Q1	1311	1	1	11	120	30					5500000	8	5500000	1	equip		0	basic_damage_v	500		500	add_seriesstate_time_v	130																																			7	7
4902	T12武器	T12_Weapon_Q1	1312	1	1	12	130	27					4000000	8	4000000	1	equip		0	basic_damage_v	450		450	add_seriesstate_time_v	120																																			7	6
4903	T13武器	T13_Weapon_Q1	1313	1	1	13	140	27					4000000	8	4000000	1	equip		0	basic_damage_v	450		450	add_seriesstate_time_v	120																																			7	6
4904	T14武器	T14_Weapon_Q1	1314	1	1	14	150	27					4000000	8	4000000	1	equip		0	basic_damage_v	450		450	add_seriesstate_time_v	120																																			7	6
4905	T15武器	T15_Weapon_Q1	1315	1	1	15	160	27					4000000	8	4000000	1	equip		0	basic_damage_v	450		450	add_seriesstate_time_v	120																																			7	6
