AttribType	Level	FightPower	AttribValue	Value1	Value2	Value3	SpecialDesc
vitality_v	1	3000	3000000	175			
vitality_v	2	4500	4500000	188			
vitality_v	3	6000	6000000	200			
vitality_v	4	7500	7500000	213			
vitality_v	5	9000	9000000	225			
vitality_v	6	12000	12000000	238			
vitality_v	7	15000	15000000	250			
vitality_v	8	18000	18000000	263			
vitality_v	9	21000	21000000	275			
vitality_v	10	24000	24000000	288			
vitality_v	11	27000	27000000	300			
vitality_v	12	30000	30000000	313			
vitality_v	13	33000	33000000	325			
vitality_v	14	36000	36000000	338			
vitality_v	15	39000	39000000	350			
vitality_v	16	42000	42000000	363			
vitality_v	17	42000	42000000	363			
vitality_v	18	42000	42000000	363			
vitality_v	19	42000	42000000	363			
vitality_v	20	42000	42000000	363			
vitality_v	21	42000	42000000	363			
vitality_v	22	42000	42000000	363			
vitality_v	23	42000	42000000	363			
vitality_v	24	42000	42000000	363			
vitality_v	25	42000	42000000	363			
vitality_v	26	42000	42000000	363			
vitality_v	27	42000	42000000	363			
vitality_v	28	42000	42000000	363			
vitality_v	29	42000	42000000	363			
vitality_v	30	42000	42000000	363			
energy_v	1	3000	3000000	175			
energy_v	2	4500	4500000	188			
energy_v	3	6000	6000000	200			
energy_v	4	7500	7500000	213			
energy_v	5	9000	9000000	225			
energy_v	6	12000	12000000	238			
energy_v	7	15000	15000000	250			
energy_v	8	18000	18000000	263			
energy_v	9	21000	21000000	275			
energy_v	10	24000	24000000	288			
energy_v	11	27000	27000000	300			
energy_v	12	30000	30000000	313			
energy_v	13	33000	33000000	325			
energy_v	14	36000	36000000	338			
energy_v	15	39000	39000000	350			
energy_v	16	42000	42000000	363			
energy_v	17	42000	42000000	363			
energy_v	18	42000	42000000	363			
energy_v	19	42000	42000000	363			
energy_v	20	42000	42000000	363			
energy_v	21	42000	42000000	363			
energy_v	22	42000	42000000	363			
energy_v	23	42000	42000000	363			
energy_v	24	42000	42000000	363			
energy_v	25	42000	42000000	363			
energy_v	26	42000	42000000	363			
energy_v	27	42000	42000000	363			
energy_v	28	42000	42000000	363			
energy_v	29	42000	42000000	363			
energy_v	30	42000	42000000	363			
strength_v	1	3000	3000000	175			
strength_v	2	4500	4500000	188			
strength_v	3	6000	6000000	200			
strength_v	4	7500	7500000	213			
strength_v	5	9000	9000000	225			
strength_v	6	12000	12000000	238			
strength_v	7	15000	15000000	250			
strength_v	8	18000	18000000	263			
strength_v	9	21000	21000000	275			
strength_v	10	24000	24000000	288			
strength_v	11	27000	27000000	300			
strength_v	12	30000	30000000	313			
strength_v	13	33000	33000000	325			
strength_v	14	36000	36000000	338			
strength_v	15	39000	39000000	350			
strength_v	16	42000	42000000	363			
strength_v	17	42000	42000000	363			
strength_v	18	42000	42000000	363			
strength_v	19	42000	42000000	363			
strength_v	20	42000	42000000	363			
strength_v	21	42000	42000000	363			
strength_v	22	42000	42000000	363			
strength_v	23	42000	42000000	363			
strength_v	24	42000	42000000	363			
strength_v	25	42000	42000000	363			
strength_v	26	42000	42000000	363			
strength_v	27	42000	42000000	363			
strength_v	28	42000	42000000	363			
strength_v	29	42000	42000000	363			
strength_v	30	42000	42000000	363			
dexterity_v	1	3000	3000000	175			
dexterity_v	2	4500	4500000	188			
dexterity_v	3	6000	6000000	200			
dexterity_v	4	7500	7500000	213			
dexterity_v	5	9000	9000000	225			
dexterity_v	6	12000	12000000	238			
dexterity_v	7	15000	15000000	250			
dexterity_v	8	18000	18000000	263			
dexterity_v	9	21000	21000000	275			
dexterity_v	10	24000	24000000	288			
dexterity_v	11	27000	27000000	300			
dexterity_v	12	30000	30000000	313			
dexterity_v	13	33000	33000000	325			
dexterity_v	14	36000	36000000	338			
dexterity_v	15	39000	39000000	350			
dexterity_v	16	42000	42000000	363			
dexterity_v	17	42000	42000000	363			
dexterity_v	18	42000	42000000	363			
dexterity_v	19	42000	42000000	363			
dexterity_v	20	42000	42000000	363			
dexterity_v	21	42000	42000000	363			
dexterity_v	22	42000	42000000	363			
dexterity_v	23	42000	42000000	363			
dexterity_v	24	42000	42000000	363			
dexterity_v	25	42000	42000000	363			
dexterity_v	26	42000	42000000	363			
dexterity_v	27	42000	42000000	363			
dexterity_v	28	42000	42000000	363			
dexterity_v	29	42000	42000000	363			
dexterity_v	30	42000	42000000	363			
basic_damage_v	1	3000	3000000	175		175	
basic_damage_v	2	4500	4500000	188		188	
basic_damage_v	3	6000	6000000	200		200	
basic_damage_v	4	7500	7500000	213		213	
basic_damage_v	5	9000	9000000	225		225	
basic_damage_v	6	12000	12000000	238		238	
basic_damage_v	7	15000	15000000	250		250	
basic_damage_v	8	18000	18000000	263		263	
basic_damage_v	9	21000	21000000	275		275	
basic_damage_v	10	24000	24000000	288		288	
basic_damage_v	11	27000	27000000	300		300	
basic_damage_v	12	30000	30000000	313		313	
basic_damage_v	13	33000	33000000	325		325	
basic_damage_v	14	36000	36000000	338		338	
basic_damage_v	15	39000	39000000	350		350	
basic_damage_v	16	42000	42000000	363		363	
basic_damage_v	17	42000	42000000	363		363	
basic_damage_v	18	42000	42000000	363		363	
basic_damage_v	19	42000	42000000	363		363	
basic_damage_v	20	42000	42000000	363		363	
basic_damage_v	21	42000	42000000	363		363	
basic_damage_v	22	42000	42000000	363		363	
basic_damage_v	23	42000	42000000	363		363	
basic_damage_v	24	42000	42000000	363		363	
basic_damage_v	25	42000	42000000	363		363	
basic_damage_v	26	42000	42000000	363		363	
